<start> geh . <end>	<start> go . <end>
<start> tom kam . <end>	<start> tom came . <end>
<start> tom ist gekommen . <end>	<start> tom came . <end>
<start> tom ist gestorben . <end>	<start> tom died . <end>
<start> tom starb . <end>	<start> tom died . <end>
<start> tom fiel . <end>	<start> tom fell . <end>
<start> tom ist gefallen . <end>	<start> tom fell . <end>
<start> tom wusste es . <end>	<start> tom knew . <end>
<start> tom hat es gewusst . <end>	<start> tom knew . <end>
<start> tom wusste bescheid . <end>	<start> tom knew . <end>
<start> tom ist gegangen . <end>	<start> tom left . <end>
<start> tom ging . <end>	<start> tom left . <end>
<start> tom log . <end>	<start> tom lied . <end>
<start> tom lugt . <end>	<start> tom lies . <end>
<start> tom hat verloren . <end>	<start> tom lost . <end>
<start> tom hat gezahlt . <end>	<start> tom paid . <end>
<start> tom hat aufgehort . <end>	<start> tom quit . <end>
<start> tom sang . <end>	<start> tom sang . <end>
<start> thomas spuckte . <end>	<start> tom spit . <end>
<start> thomas hat gespuckt . <end>	<start> tom spit . <end>
<start> tom schwamm . <end>	<start> tom swam . <end>
<start> tom ist geschwommen . <end>	<start> tom swam . <end>
<start> tom ging . <end>	<start> tom went . <end>
<start> tom weinte . <end>	<start> tom wept . <end>
<start> tom ist auf . <end>	<start> tom s up . <end>
<start> zu spat . <end>	<start> too late . <end>
<start> fass es an . <end>	<start> touch it . <end>
<start> vertraue mir . <end>	<start> trust me . <end>
<start> vertraut mir ! <end>	<start> trust me . <end>
<start> vertrauen sie mir ! <end>	<start> trust me . <end>
<start> versuch es richtig ! <end>	<start> try hard . <end>
<start> probier mal . <end>	<start> try some . <end>
<start> probier mal ! <end>	<start> try this . <end>
<start> nimm das hier ! <end>	<start> use this . <end>
<start> warnen sie tom . <end>	<start> warn tom . <end>
<start> warne tom . <end>	<start> warn tom . <end>
<start> schau mir zu . <end>	<start> watch me . <end>
<start> schauen sie mir zu . <end>	<start> watch me . <end>
<start> beobachte uns . <end>	<start> watch us . <end>
<start> beobachten sie uns . <end>	<start> watch us . <end>
<start> schau uns zu . <end>	<start> watch us . <end>
<start> schaut uns zu . <end>	<start> watch us . <end>
<start> schauen sie uns zu . <end>	<start> watch us . <end>
<start> beobachtet uns . <end>	<start> watch us . <end>
<start> wir stimmen zu . <end>	<start> we agree . <end>
<start> wir sind einverstanden . <end>	<start> we agree . <end>
<start> wir haben es versucht . <end>	<start> we tried . <end>
<start> wir versuchten es . <end>	<start> we tried . <end>
<start> wir werden gehen . <end>	<start> we ll go . <end>
<start> wir sind in ordnung . <end>	<start> we are ok . <end>
<start> wozu ? <end>	<start> what for ? <end>
<start> was fur ein spaay ! <end>	<start> what fun ! <end>
<start> wer bin ich ? <end>	<start> who am i ? <end>
<start> wer ist gekommen ? <end>	<start> who came ? <end>
<start> wer kam ? <end>	<start> who came ? <end>
<start> wer ist gestorben ? <end>	<start> who died ? <end>
<start> wer fiel ? <end>	<start> who fell ? <end>
<start> wer ist gefallen ? <end>	<start> who fell ? <end>
<start> wer hat verloren ? <end>	<start> who lost ? <end>
<start> wer hat aufgehort ? <end>	<start> who quit ? <end>
<start> wer ist ausgeschieden ? <end>	<start> who quit ? <end>
<start> wer schwamm ? <end>	<start> who swam ? <end>
<start> wer ist geschwommen ? <end>	<start> who swam ? <end>
<start> wer ist er ? <end>	<start> who s he ? <end>
<start> schreib mir ! <end>	<start> write me . <end>
<start> schreiben sie mir ! <end>	<start> write me . <end>
<start> schreibt mir ! <end>	<start> write me . <end>
<start> sie haben verloren . <end>	<start> you lost . <end>
<start> du hast verloren . <end>	<start> you lost . <end>
<start> ihr habt verloren . <end>	<start> you lost . <end>
<start> zielen . feuer ! <end>	<start> aim . fire ! <end>
<start> bin ich tot ? <end>	<start> am i dead ? <end>
<start> bin ich zu spat ? <end>	<start> am i late ? <end>
<start> antworten sie mir . <end>	<start> answer me . <end>
<start> setz dich ! <end>	<start> be seated . <end>
<start> setzen sie sich . <end>	<start> be seated . <end>
<start> vogel fliegen . <end>	<start> birds fly . <end>
<start> gesundheit . <end>	<start> bless you . <end>
<start> ruf zuhause an ! <end>	<start> call home ! <end>
<start> rufen sie zuhause an ! <end>	<start> call home ! <end>
<start> beruhige dich ! <end>	<start> calm down ! <end>
<start> beruhige dich ! <end>	<start> calm down . <end>
<start> beruhigen sie sich ! <end>	<start> calm down . <end>
<start> beruhigen sie sich . <end>	<start> calm down . <end>
<start> kann ich essen ? <end>	<start> can i eat ? <end>
<start> konnen wir gehen ? <end>	<start> can we go ? <end>
<start> fang tom ! <end>	<start> catch tom . <end>
<start> fange tom ! <end>	<start> catch tom . <end>
<start> fangen sie tom ! <end>	<start> catch tom . <end>
<start> fangt tom ! <end>	<start> catch tom . <end>
<start> entspann dich . <end>	<start> chill out . <end>
<start> komm wieder ! <end>	<start> come back . <end>
<start> komm hierher . <end>	<start> come here . <end>
<start> komm her ! <end>	<start> come here . <end>
<start> kommt heim ! <end>	<start> come home . <end>
<start> komm heim ! <end>	<start> come home . <end>
<start> komm hierher ! <end>	<start> come over ! <end>
<start> komm her ! <end>	<start> come over . <end>
<start> komm bald . <end>	<start> come soon . <end>
<start> kommen sie bald . <end>	<start> come soon . <end>
<start> beruhige dich ! <end>	<start> cool down . <end>
<start> habe ich gewonnen ? <end>	<start> did i win ? <end>
<start> mach es jetzt ! <end>	<start> do it now . <end>
<start> hunde bellen . <end>	<start> dogs bark . <end>
<start> frag nicht . <end>	<start> do not ask . <end>
<start> weine nicht ! <end>	<start> do not cry . <end>
<start> weint nicht . <end>	<start> do not cry . <end>
<start> weinen sie nicht . <end>	<start> do not cry . <end>
<start> weinen sie nicht ! <end>	<start> do not cry . <end>
<start> weint nicht ! <end>	<start> do not cry . <end>
<start> stirb nicht ! <end>	<start> do not die . <end>
<start> luge nicht ! <end>	<start> do not lie . <end>
<start> luge nicht . <end>	<start> do not lie . <end>
<start> lauf nicht . <end>	<start> do not run . <end>
<start> es tut mir leid . <end>	<start> excuse me . <end>
<start> entschuldigung ! <end>	<start> excuse me . <end>
<start> entschuldigung . <end>	<start> excuse me . <end>
<start> entschuldigen sie ! <end>	<start> excuse me . <end>
<start> fantastisch ! <end>	<start> fantastic ! <end>
<start> ganz toll ! <end>	<start> fantastic ! <end>
<start> fuhl mal . <end>	<start> feel this . <end>
<start> folge mir . <end>	<start> follow me . <end>
<start> vergiss es ! <end>	<start> forget it ! <end>
<start> daraus wird nichts . <end>	<start> forget it ! <end>
<start> vergiss es . <end>	<start> forget it . <end>
<start> das kannst du knicken . <end>	<start> forget it . <end>
<start> vergiss mich ! <end>	<start> forget me . <end>
<start> vergesst mich ! <end>	<start> forget me . <end>
<start> vergessen sie mich ! <end>	<start> forget me . <end>
<start> mach dich bereit ! <end>	<start> get ready . <end>
<start> mach dich fertig . <end>	<start> get ready . <end>
<start> nur zu ! <end>	<start> go for it . <end>
<start> tue es . <end>	<start> go for it . <end>
<start> hol s dir ! <end>	<start> go get it . <end>
<start> geh rein ! <end>	<start> go inside . <end>
<start> komm rein . <end>	<start> go inside . <end>
<start> geh schlafen ! <end>	<start> go to bed . <end>
<start> geh ins bett ! <end>	<start> go to bed . <end>
<start> geht ins bett ! <end>	<start> go to bed . <end>
<start> legt euch schlafen ! <end>	<start> go to bed . <end>
<start> gute nacht . <end>	<start> goodnight . <end>
<start> schonen abend . <end>	<start> goodnight . <end>
<start> nimm das . <end>	<start> grab that . <end>
<start> hol das . <end>	<start> grab that . <end>
<start> hande weg ! <end>	<start> hands off . <end>
<start> nimm dir davon . <end>	<start> have some . <end>
<start> nehmen sie davon . <end>	<start> have some . <end>
<start> er ist krank . <end>	<start> he is ill . <end>
<start> er ist alt . <end>	<start> he is old . <end>
<start> er rasierte sich . <end>	<start> he shaved . <end>
<start> er lachelte . <end>	<start> he smiled . <end>
<start> er ist dj . <end>	<start> he is a dj . <end>
<start> er ist plattenaufleger . <end>	<start> he is a dj . <end>
<start> er ist schnell . <end>	<start> he is fast . <end>
<start> er ist gut . <end>	<start> he is good . <end>
<start> er ist trage . <end>	<start> he is lazy . <end>
<start> er ist reich . <end>	<start> he is rich . <end>
<start> er ist sexy . <end>	<start> he is sexy . <end>
<start> fahr richtung osten . <end>	<start> head east . <end>
<start> fahren sie richtung osten . <end>	<start> head east . <end>
<start> fahrt richtung osten . <end>	<start> head east . <end>
<start> hier bin ich . <end>	<start> here i am . <end>
<start> hier sind funf dollar . <end>	<start> here is . <end>
<start> nicht schieayen ! <end>	<start> hold fire . <end>
<start> halt das ! <end>	<start> hold this . <end>
<start> halt das mal . <end>	<start> hold this . <end>
<start> halten sie das ! <end>	<start> hold this . <end>
<start> haltet das ! <end>	<start> hold this . <end>
<start> schrecklich ! <end>	<start> how awful ! <end>
<start> wie ist die lage ? <end>	<start> how is it ? <end>
<start> wie seltsam ! <end>	<start> how weird ! <end>
<start> lass tom doch seinen willen . <end>	<start> humor tom . <end>
<start> lasst tom doch seinen willen . <end>	<start> humor tom . <end>
<start> ich habe mich verirrt . <end>	<start> i am lost . <end>
<start> es geht mir gut . <end>	<start> i am okay . <end>
<start> ich bin sicher . <end>	<start> i am sure . <end>
<start> ich bin groay . <end>	<start> i am tall . <end>
<start> mir geht es gut . <end>	<start> i am well . <end>
<start> es geht mir gut . <end>	<start> i am well . <end>
<start> ich bin einverstanden . <end>	<start> i approve . <end>
<start> ich kann fliegen . <end>	<start> i can fly . <end>
<start> ich kann laufen . <end>	<start> i can run . <end>
<start> ich kann rennen . <end>	<start> i can run . <end>
<start> ich kann ski fahren . <end>	<start> i can ski . <end>
<start> ich kann gewinnen . <end>	<start> i can win . <end>
<start> ich anderte mich . <end>	<start> i changed . <end>
<start> ich habe geschummelt . <end>	<start> i cheated . <end>
<start> ich klatschte . <end>	<start> i clapped . <end>
<start> ich hustete . <end>	<start> i coughed . <end>
<start> ich habe gehustet . <end>	<start> i coughed . <end>
<start> ich entkam . <end>	<start> i escaped . <end>
<start> ich bin entkommen . <end>	<start> i escaped . <end>
<start> ich wurde ohnmachtig . <end>	<start> i fainted . <end>
<start> ich fiel in ohnmacht . <end>	<start> i fainted . <end>
<start> ich furchte , ja . <end>	<start> i fear so . <end>
<start> ich runzelte die stirn . <end>	<start> i frowned . <end>
<start> ich habe aufgegeben . <end>	<start> i gave up . <end>
<start> ich gab auf . <end>	<start> i gave up . <end>
<start> ich verstehe , was du meinst . <end>	<start> i get you . <end>
<start> ich kicherte . <end>	<start> i giggled . <end>
<start> ich gebe nach . <end>	<start> i give in . <end>
<start> ich fuge mich . <end>	<start> i give in . <end>
<start> ich wurde wutend . <end>	<start> i got mad . <end>
<start> ich wurde bose . <end>	<start> i got mad . <end>
<start> ich habe dich . <end>	<start> i got you . <end>
<start> ich hatte spaay . <end>	<start> i had fun . <end>
<start> ich habe mich amusiert . <end>	<start> i had fun . <end>
<start> ich habe es . <end>	<start> i have it . <end>
<start> ich habe tom geschlagen . <end>	<start> i hit tom . <end>
<start> ich schlug tom . <end>	<start> i hit tom . <end>
<start> das hoffe ich . <end>	<start> i hope so . <end>
<start> ich hoffe es . <end>	<start> i hope so . <end>
<start> ich habe aufgelegt . <end>	<start> i hung up . <end>
<start> ich habe mich beeilt . <end>	<start> i hurried . <end>
<start> ich wusste es . <end>	<start> i knew it . <end>
<start> ich wusste das . <end>	<start> i knew it . <end>
<start> ich lachte . <end>	<start> i laughed . <end>
<start> das gefallt mir . <end>	<start> i like it . <end>
<start> es ist mir recht . <end>	<start> i like it . <end>
<start> ich habe ihn verloren . <end>	<start> i lost it . <end>
<start> ich liebe es ! <end>	<start> i love it ! <end>
<start> ich liebe es . <end>	<start> i love it . <end>
<start> ich habe es gemacht . <end>	<start> i made it . <end>
<start> ich habe es geschafft . <end>	<start> i made it . <end>
<start> vielleicht gewinne ich . <end>	<start> i may win . <end>
<start> ich meine es so ! <end>	<start> i mean it ! <end>
<start> ich meine es ernst ! <end>	<start> i mean it ! <end>
<start> ich meine es ernst . <end>	<start> i mean it . <end>
<start> es ist ernst gemeint von mir . <end>	<start> i mean it . <end>
<start> ich habe tom getroffen . <end>	<start> i met tom . <end>
<start> ich traf tom . <end>	<start> i met tom . <end>
<start> ich bin tom begegnet . <end>	<start> i met tom . <end>
<start> ich habe ihn getroffen . <end>	<start> i met him . <end>
<start> ich vermisse es . <end>	<start> i miss it . <end>
<start> es fehlt mir . <end>	<start> i miss it . <end>
<start> ich versprech s . <end>	<start> i promise . <end>
<start> ich verspreche es . <end>	<start> i promise . <end>
<start> ich entspanne mich . <end>	<start> i relaxed . <end>
<start> ich habe mich entspannt . <end>	<start> i relaxed . <end>
<start> ich ging in pension . <end>	<start> i retired . <end>
<start> ich sagte nein . <end>	<start> i said no . <end>
<start> ich habe tom gesehen . <end>	<start> i saw tom . <end>
<start> ich habe ihn gesehen . <end>	<start> i saw him . <end>
<start> ich habe einen gesehen . <end>	<start> i saw one . <end>
<start> ich habe dich gesehen . <end>	<start> i saw you . <end>
<start> ich habe euch gesehen . <end>	<start> i saw you . <end>
<start> ich habe sie gesehen . <end>	<start> i saw you . <end>
<start> ich sehe tom . <end>	<start> i see tom . <end>
<start> ich rutschte aus . <end>	<start> i slipped . <end>
<start> ich bin ausgerutscht . <end>	<start> i slipped . <end>
<start> ich beschleunigte . <end>	<start> i sped up . <end>
<start> ich horte auf . <end>	<start> i stopped . <end>
<start> ich stoppte . <end>	<start> i stopped . <end>
<start> ich nahm es . <end>	<start> i took it . <end>
<start> ich habe es genommen . <end>	<start> i took it . <end>
<start> ich mochte es . <end>	<start> i want it . <end>
<start> ich will es . <end>	<start> i want it . <end>
<start> ich war neu . <end>	<start> i was new . <end>
<start> ich war schuchtern . <end>	<start> i was shy . <end>
<start> ich gehe . <end>	<start> i will go . <end>
<start> ich werde gehen . <end>	<start> i will go . <end>
<start> ich wachte auf . <end>	<start> i woke up . <end>
<start> ich wurde es tun . <end>	<start> I would do it . <end>
<start> ich wurde gehen . <end>	<start> I would leave . <end>
<start> ich werde anrufen . <end>	<start> I will call . <end>
<start> ich werde kommen . <end>	<start> I will come . <end>
<start> ich werde kochen . <end>	<start> I will cook . <end>
<start> ich werde scheitern . <end>	<start> I will fail . <end>
<start> ich helfe . <end>	<start> I will help . <end>
<start> ich werde leben . <end>	<start> I will live . <end>
<start> ich werde gehorchen . <end>	<start> I will obey . <end>
<start> ich werde aufhoren . <end>	<start> I will quit . <end>
<start> ich werde abbrechen . <end>	<start> I will quit . <end>
<start> ich werde singen . <end>	<start> I will sing . <end>
<start> ich werde bleiben . <end>	<start> I will stay . <end>
<start> ich werde aufhoren . <end>	<start> I will stop . <end>
<start> ich werde reden . <end>	<start> I will talk . <end>
<start> ich werde warten . <end>	<start> I will wait . <end>
