geh.	go.
bleibt cool.	stay cool.
bleib unten!	stay down!
bleib unten!	stay down.
bleib zu hause.	stay home.
bleiben sie dunn.	stay thin.
bleib dunn.	stay thin.
tritt zuruck!	step back.
hor hier auf.	stop here.
halte hier.	stop here.
halte hier an.	stop here.
bleib hier stehen.	stop here.
lass das!	stop that!
hor auf damit!	stop that!
hor mal auf!	stop that!
hor mal auf damit!	stop that!
stopp sie.	stop them.
stoppen sie sie.	stop them.
pass auf dich auf!	take care!
mach's gut.	take care.
nimm meins.	take mine.
nimm meine.	take mine.
nimm meinen.	take mine.
nehmt meins.	take mine.
nehmt meine.	take mine.
nehmt meinen.	take mine.
nehmen sie meins.	take mine.
nehmen sie meinen.	take mine.
nehmen sie meine.	take mine.
ubernimm du.	take over.
ubernehmt ihr.	take over.
ubernehmen sie.	take over.
nimm das.	take this.
danke!	thank you.
danke schon!	thank you.
das tat weh.	that hurt.
das hat wehgetan.	that hurt.
das ist in ordnung.	that's ok.
das ist o.k.	that's ok.
das war's.	that's it.
das bin ich!	that's me.
ich bin jetzt fertig.	that's me.
na und?	then what?
sie fielen.	they fell.
sie sturzten.	they fell.
sie haben gelogen.	they lied.
sie verloren.	they lost.
sie haben verloren.	they lost.
sie schwammen.	they swam.
die zeit ist um.	time's up.
thomas begann.	tom began.
thomas hat begonnen.	tom began.
thomas fing an.	tom began.
thomas hat angefangen.	tom began.
tom verneigte sich.	tom bowed.
tom weinte.	tom cried.
tom tauchte.	tom dived.
tom doste.	tom dozed.
tom fuhr.	tom drove.
tom erstarrte.	tom froze.
tom ist in ordnung.	tom is ok.
tom ist hier.	tom is in.
tom ist auf.	tom is up.
thomas kniete.	tom knelt.
tom strickt.	tom knits.
tom weiß es.	tom knows.
tom weiß bescheid.	tom knows.
tom bewegte sich.	tom moved.
tom ist super.	tom rocks.
tom schlief.	tom slept.
tom hat gesprochen.	tom spoke.
tom sprach.	tom spoke.
tom redete.	tom spoke.
tom stand auf.	tom stood.
tom schwimmt.	tom swims.
tom fluchte.	tom swore.
tom versuchte es.	tom tried.
tom hat es versucht.	tom tried.
tom versucht es.	tom tries.
tom hat gewahlt.	tom voted.
tom wahlte.	tom voted.
tom geht zu fuß.	tom walks.
tom winkte.	tom waved.
tom arbeitet.	tom works.
tom wird gehen.	tom'll go.
tom ist dick.	tom's fat.
tom ist wutend.	tom's mad.
tom ist traurig.	tom's sad.
tom ist schuchtern.	tom's shy.
vertraue tom!	trust tom.
vertrauen sie tom!	trust tom.
vertraut tom!	trust tom.
versuchen sie es noch einmal.	try again.
versuch es noch einmal.	try again.
versucht es noch mal.	try again.
probier es an!	try it on.
probier sie an!	try it on.
probier ihn an!	try it on.
schließ es auf.	unlock it.
entsperr es.	unlock it.
sieh tom zu!	watch tom.
sehen sie tom zu!	watch tom.
seht tom zu!	watch tom.
wir waren uns einig.	we agreed.
wir stimmten zu.	we agreed.
wir konnen gehen.	we can go.
wir haben es geschafft!	we did it!
wir haben es geschafft!	we did it.
wir sind gescheitert.	we failed.
wir haben versagt.	we failed.
wir haben es vergessen.	we forgot.
wir haben gebetet.	we prayed.
wir beteten.	we prayed.
wir sahen es.	we saw it.
wir haben es gesehen.	we saw it.
wir lachelten.	we smiled.
wir haben uns unterhalten.	we talked.
wir warteten.	we waited.
wir sind zu fuß gegangen.	we walked.
wir werden sehen.	we'll see.
wir werden es versuchen.	we'll try.
wir werden siegen.	we'll win.
uns ist heiß.	we're hot.
wir sind traurig.	we're sad.
wir sind schuchtern.	we're shy.
wir haben gewonnen!	we've won!
gut gemacht.	well done.
was ist los?	what's on?
was ist los?	what's up?
na, wie geht's?	what's up?
wen kummert’s?	who cares?
wen kummert das schon?	who cares?
wer ist gefahren?	who drove?
wer fuhr?	who drove?
wer ist er?	who is he?
wer hat gesprochen?	who spoke?
wer sprach?	who spoke?
wer stand?	who stood?
wer geht?	who'll go?
wer wird gehen?	who'll go?
wer ist sie?	who's she?
wunderbar!	wonderful!
herrlich!	wonderful!
schreibe tom!	write tom.
schreiben sie tom!	write tom.
schreibt tom!	write tom.
du fahrst.	you drive.
sie fahren.	you drive.
du idiot!	you idiot!
du fangst an.	you start.
du stinkst.	you stink.
ihr stinkt.	you stink.
sie stinken.	you stink.
du hast's versucht.	you tried.
du bist okay.	you're ok.
ziel hoher!	aim higher.
zielen sie hoher!	aim higher.
zielt hoher!	aim higher.
alle mann an bord!	all aboard!
sterbe ich?	am i dying?
bin ich fruh dran?	am i early?
bin ich gefeuert?	am i fired?
bin ich eingestellt?	am i hired?
habe ich recht?	am i right?
liege ich richtig?	am i right?
bin ich komisch?	am i weird?
hab ich nicht recht?	am i wrong?
irre ich mich?	am i wrong?
antworte tom!	answer tom.
antworten sie tom!	answer tom.
antwortet tom!	answer tom.
bist du 18?	are you 18?
geht es dir gut?	are you ok?
geht es euch gut?	are you ok?
geht es ihnen gut?	are you ok?
bist du dabei?	are you in?
bist du auf?	are you up?
frag irgendwen!	ask anyone.
frag herum.	ask around.
fragen sie herum.	ask around.
fragt herum.	ask around.
vorsicht!	be careful!
sei vorsichtig!	be careful.
sieh dich vor!	be careful.
gib obacht!	be careful.
gib acht!	be careful.
gib acht!	be careful.
sei geduldig!	be patient.
bleib mal auf dem boden der tatsachen!	be serious.
vogel singen.	birds sing.
zum wohl!	bottoms up!
hol hilfe.	bring help.
bring wein.	bring wine.
kann ich kommen?	can i come?
darf ich kommen?	can i come?
kann ich helfen?	can i help?
kann ich mich nutzlich machen?	can i help?
kann ich singen?	can i sing?
kann ich bleiben?	can i stay?
trag das.	carry this.
prufe das nach!	check that.
prufen sie das nach!	check that.
uberprufen sie das.	check this.
suche eines aus.	choose one.
such dir eine aus.	choose one.
komm wieder.	come again.
kommt wieder.	come again.
kommen sie wieder.	come again.
komm allein.	come alone.
kommen sie allein.	come alone.
kommt allein.	come alone.
komm mit.	come along.
kommt mit.	come along.
kommen sie fruhzeitig.	come early.
komm fruhzeitig.	come early.
komm rein!	come on in!
komm doch herein!	come on in!
komm herein.	come on in.
komm schnell!	come quick!
kommt schnell!	come quick!
kommen sie schnell!	come quick!
komm zu mir.	come to me.
komm zu uns.	come to us.
auf jeden fall!	definitely!
mach es kaputt.	destroy it.
ist tom hingegangen?	did tom go?
ist tom gegangen?	did tom go?
grab schneller.	dig faster.
kommen sie doch rein!	do come in.
komm doch rein!	do come in.
kommen sie bitte herein.	do come in.
weinen manner?	do men cry?
gib nicht an.	don't brag.
komm nicht.	don't come.
kommt nicht!	don't come.
kommen sie nicht!	don't come.
spring nicht!	don't jump!
nicht gucken!	don't look.
bewegt euch nicht.	don't move.
nicht bewegen!	don't move.
nicht gucken!	don't peek.
nicht schubsen!	don't push.
nur nicht so eilig.	don't rush.
sing nicht.	don't sing.
hor nicht auf.	don't stop.
nicht reden!	don't talk!
sag nichts!	don't talk!
warte nicht!	don't wait.
wartet nicht!	don't wait.
warten sie nicht!	don't wait.
schrei nicht!	don't yell.
schreien sie nicht!	don't yell.
schreit nicht!	don't yell.
trink das!	drink this.
trink das hier!	drink this.
die pflicht ruft.	duty calls.
iss langsam!	eat slowly.
untersuchen sie es.	examine it.
volltanken.	fill it up.
such dir einen job.	find a job.
besorgt euch einen job.	find a job.
suchen sie sich arbeit.	find a job.
feuer brennt.	fire burns.
folge tom.	follow tom.
folgen sie tom.	follow tom.
folgt tom.	follow tom.
folge ihm!	follow him.
vergiss tom.	forget tom.
vergessen sie ihn.	forget him.
vergib uns.	forgive us.
hast du nichts anderes zu tun?	get a life!
hast du nichts anderes zu tun?	get a life.
komm herein.	get inside.
beweg dich.	get moving.
lass mich in ruhe.	get off me.
gib es auf!	give it up.
geh nach hause.	go on home.
geh zu tom.	go see tom.
geh arbeiten!	go to work.
gehe arbeiten!	go to work.
gott existiert.	god exists.
gute nacht!	good night.
hab vertrauen.	have faith.
er gab auf.	he gave in.
er gab auf.	he gave up.
er bekam ein „ausreichend“.	he got a d.
er bekam eine vier.	he got a d.
er legte auf.	he hung up.
er hat aufgelegt.	he hung up.
er ist ein dj.	he is a dj.
er ist dj.	he is a dj.
er ist beschaftigt.	he is busy.
er ist hier!	he is here!
er ist freundlich.	he is kind.
er ist liebenswurdig.	he is kind.
er ist gemein.	he is mean.
er ist fies.	he is mean.
er ist arm.	he is poor.
er ist krank.	he is sick.
er ist groß.	he is tall.
er lachte.	he laughed.
er hat gelacht.	he laughed.
er schaffte es.	he made it.
er ist schweizer.	he's swiss.
er ist pleite.	he's broke.
er ist grausam.	he's cruel.
er lugt.	he's lying.
er ist klug.	he's smart.
er ist elegant.	he's smart.
fahren sie richtung norden.	head north.
fahrt richtung norden.	head north.
hallo, tom.	hello, tom.
er ist hier!	here he is!
hier ist es.	here it is.
los geht's.	here we go.
jetzt geht's los!	here we go.
hier ist tom.	here's tom.
halt still!	hold still.
halten sie still!	hold still.
haltet still!	hold still.
halt dich fest.	hold tight.
so ein unsinn!	how absurd!
wie absurd!	how absurd!
wie langweilig!	how boring!
wie schlau!	how clever!
wie geschickt!	how clever!
wie klug!	how clever!
wie nett!	how lovely!
wie tragisch!	how tragic!
wir war es?	how was it?
wie lauft die arbeit?	how's work?
geh schnell nach hause.	hurry home.
gehen sie schnell nach hause.	hurry home.
ich geb es zu.	i admit it.
ich bin ein junge.	i am a boy.
ich bin ein mann.	i am a man.
ich bin ein mensch.	i am a man.
ich bin glucklich.	i am happy.
ich bin froh.	i am happy.
ich bin menschlich.	i am human.
ich bin bereit.	i am ready.
ich bin fertig.	i am ready.
ich bin soweit.	i am ready.
ich habe recht.	i am right.
ich habe recht.	i am right.
ich habe es kaputtgemacht.	i broke it.
ich habe es gebaut.	i built it.
ich habe ihn gebaut.	i built it.
ich habe sie gebaut.	i built it.
ich kann kommen.	i can come.
ich kann kochen.	i can cook.
ich kann springen.	i can jump.
ich kann singen.	i can sing.
ich kann bleiben.	i can stay.
ich kann schwimmen.	i can swim.
ich kann warten.	i can wait.
ich kann nicht gehen.	i can't go.
ich habe abgesagt.	i canceled.
ich sagte ab.	i canceled.
ich kaue kaugummi.	i chew gum.
ich bin anderer meinung.	i disagree.
ich bin anderer ansicht.	i disagree.
ich habe es getrunken.	i drank it.
ich esse hier.	i eat here.
ich esse fleisch.	i eat meat.
ich esse reis.	i eat rice.
ich beneide tom.	i envy tom.
ich beneide sie.	i envy her.
ich beneide ihn.	i envy him.
ich fuhle mich schlecht.	i feel bad.
ich fuhle mich alt.	i feel old.
ich habe es repariert.	i fixed it.
ich habe ihn repariert.	i fixed it.
ich habe sie repariert.	i fixed it.
ich habe es gefunden.	i found it.
ich habe ihn gefunden.	i found it.
ich habe sie gefunden.	i found it.
ich habe eine eins bekommen.	i got an a.
mir wurde kalt.	i got cold.
ich hatte hilfe.	i had help.
ich hasse tom.	i hate tom.
ich habe eine.	i have one.
ich habe eines.	i have one.
ich habe gewonnen.	i have won.
ich gewann.	i have won.
ich bin der sieger.	i have won.
ich bin sieger.	i have won.
ich hore dich.	i hear you.
ich weiß, was ihr meint.	i hear you.
ich weiß, was sie meinen.	i hear you.
ich verstehe, was ihr sagt.	i hear you.
ich verstehe, was sie sagen.	i hear you.
ich habe es gehort.	i heard it.
ich habe es vernommen.	i heard it.
ich helfe ihm.	i help him.
ich hoffe nicht.	i hope not.
ich habe gerade gegessen.	i just ate.
ich kannte tom.	i knew tom.
ich kenne tom.	i know tom.
ich kenne sie.	i know her.
ich weiß es jetzt.	i know now.
ich kenne dich.	i know you.
ich mag tom.	i like tom.
ich mag kunst.	i like art.
ich mag ihn.	i like him.
ich mag tee.	i like tea.
du gefallst mir.	i like you.
ich mag dich.	i like you.
ich horte zu.	i listened.
ich habe zugehort.	i listened.
ich liebe tom.	i love tom.
ich liebe ihn.	i love him.
ich liebe tee.	i love tea.
ich liebe sie.	i love you.
ich liebe dich!	i love you.
ich liebe euch.	i love you.
ich liebe dich.	i love you.
ich liebte es.	i loved it.
ich habe tee gemacht.	i made tea.
ich machte tee.	i made tea.
ich habe sie getroffen.	i met them.
ich traf sie.	i met them.
ich vermisse tom.	i miss tom.
tom fehlt mir.	i miss tom.
ich vermisse dich.	i miss you.
ich vermisse sie.	i miss you.
ich vermisse euch.	i miss you.
du fehlst mir.	i miss you.
ich brauche tom.	i need tom.
ich brauche luft.	i need air.
ich brauche eis.	i need ice.
ich brauche dich.	i need you.
ich brauche sie.	i need you.
ich brauche euch.	i need you.
ich geriet in panik.	i panicked.
du tust mir leid.	i pity you.
ich habe es versprochen.	i promised.
ich rannte davon.	i ran away.
ich lief nach hause.	i ran home.
ich rannte nach hause.	i ran home.
ich erinnere mich.	i remember.
ich bin zuruckgetreten.	i resigned.
ich trat zuruck.	i resigned.
ich sagte ja.	i said yes.
ich setzte mich.	i sat down.
das habe ich gesehen.	i saw that.
ich habe sie gesehen.	i saw them.
ich sehe das.	i see that.
ich schoss auf tom.	i shot tom.
ich habe uberlebt.	i survived.
ich uberlebte.	i survived.
ich stimme dem zu.	i think so.
ich habe gekotzt.	i threw up.
ich habe mich ubergeben.	i threw up.
ich habe erbrochen.	i threw up.
ich habe es tom gesagt.	i told tom.
ich verwende das.	i use this.
ich benutze das.	i use this.
ich will tom.	i want tom.
ich will einen!	i want one!
ich will eins!	i want one!
ich will eine!	i want one!
ich will eins.	i want one.
ich will dich.	i want you.
ich will dich!	i want you.
ich war weg.	i was away.
ich war beschaftigt.	i was busy.
mir war kalt.	i was cold.
ich war gut.	i was good.
ich war ruppig.	i was rude.
ich war krank.	i was sick.
ich habe gepfiffen.	i whistled.
ich pfiff.	i whistled.
ich werde es versuchen.	i will try.
ich werde nicht gehen.	i won't go.
es wird mir gut gehen.	i'll be ok.
ich werde es tun.	i'll do it.
ich werde reingehen.	i'll go in.
ich werde mich beeilen.	i'll hurry.
ich werde schießen.	i'll shoot.
ich werde stehen.	i'll stand.
ich werde anfangen.	i'll start.
ich bin wieder ok.	i'm ok now.
ich bin ein koch.	i'm a cook.
ich bin ein madchen.	i'm a girl.
ich bin ein held.	i'm a hero.
ich bin ein monch.	i'm a monk.
ich habe angst.	i'm afraid.
ich bin amusiert.	i'm amused.
ich habe blutarmut.	i'm anemic.
ich koche gerade.	i'm baking.
ich bin besser.	i'm better.
ich bin voreingenommen.	i'm biased.
ich bezahle.	i'm buying.
ich bin pummelig.	i'm chubby.
ich bin mollig.	i'm chubby.
ich komme.	i'm coming.
ich bin gleich da.	i'm coming.
ich esse gerade.	i'm eating.
ich esse.	i'm eating.
ich bin dabei zu essen.	i'm eating.
ich bin beruhmt.	i'm famous.
ich bin dafur.	i'm for it.
ich bin gierig.	i'm greedy.
ich verstecke mich.	i'm hiding.
ich verstecke mich gerade.	i'm hiding.
ich bin bescheiden.	i'm humble.
ich bin hungrig!	i'm hungry!
ich bin hungrig!	i'm hungry.
ich habe hunger.	i'm hungry.
ich bin immun.	i'm immune.
ich bin im bett.	i'm in bed.
ich bin drinnen.	i'm inside.
ich bin einsam.	i'm lonely.
ich bin am verlieren.	i'm losing.
ich bin dabei zu verlieren.	i'm losing.
ich verliere.	i'm losing.
ich bin reif.	i'm mature.
ich bewege mich.	i'm moving.
ich bin nicht okay.	i'm not ok.
ich bin ausgeruht.	i'm rested.
ich bin ruiniert.	i'm ruined.
ich habe angst.	i'm scared.
ich bin ledig.	i'm single.
ich bin single.	i'm single.
ich bin mude!	i'm sleepy!
ich bin hinterlistig.	i'm sneaky.
ich bin so dick.	i'm so fat.
ich bin so fett.	i'm so fat.
ich bin dreißig.	i'm thirty.
ich bin dreißig jahre alt.	i'm thirty.
ich bin zwolf jahre alt.	i'm twelve.
ich bin 12 jahre alt.	i'm twelve.
ich habe gegessen.	i've eaten.
ich habe es versucht.	i've tried.
ignorier tom.	ignore tom.
ist tom groß?	is tom big?
ist tom zu heiß?	is tom hot?
ist tom krank?	is tom ill?
ist tom draußen?	is tom out?
ist tom ausgegangen?	is tom out?
ist er beschaftigt?	is he busy?
ist er groß?	is he tall?
ist es fertig?	is it done?
ist es kostenlos?	is it free?
ist es gut?	is it good?
ist das liebe?	is it love?
ist es vorbei?	is it over?
ist es zeit?	is it time?
ist es so weit?	is it time?
ist es das?	is that it?
ist das okay?	is this ok?
ist es das?	is this it?
das passiert!	it happens.
es ist 7:45 uhr.	it is 7:45.
das ist wichtig.	it matters.
das tut was zur sache.	it matters.
es war groß.	it was big.
es wird funktionieren.	it'll work.
das gehort tom.	it's tom's.
es ist eine wette.	it's a bet.
das ist eine modeerscheinung.	it's a fad.
das ist eine vorubergehende laune.	it's a fad.
es lebt!	it's alive.
es hat begonnen.	it's begun.
es hat angefangen.	it's begun.
das ist mies.	it's bogus.
das ist ubel.	it's bogus.
es ist sperrig.	it's bulky.
es ist unhandlich.	it's bulky.
es ist sauber.	it's clean.
sie ist sauber.	it's clean.
er ist sauber.	it's clean.
es ist klar.	it's clear.
es ist nah.	it's close.
es ist fruh.	it's early.
es ist großartig.	it's great.
das ist grun.	it's green.
das ist meine cd.	it's my cd.
es ist nacht.	it's night.
das geht auf meine rechnung.	it's on me.
es ist bereit.	it's ready.
es ist fertig.	it's ready.
es glanzt.	it's shiny.
es steckt fest.	it's stuck.
es ist da.	it's there.
es ist weiß.	it's white.
es ist windig.	it's windy.
es ist deins.	it's yours.
es gehort dir.	it's yours.
jesus weinte.	jesus wept.
mach es doch!	just do it.
entspann dich einfach!	just relax.
mach weiter.	keep going.
nicht nachlassen!	keep it up!
nicht nachlassen!	keep it up.
bleib ruhig!	keep quiet!
bleibt ruhig.	keep quiet.
halt still!	keep still.
verlassen sie die stadt.	leave town.
lass tom los!	let tom go.
lass tom gehen!	let tom go.
lassen sie tom gehen!	let tom go.
lasst tom gehen!	let tom go.
lassen sie tom los!	let tom go.
lasst tom los!	let tom go.
lass tom rein.	let tom in.
lassen sie tom rein.	let tom in.
lasst tom rein.	let tom in.
lass mich sterben.	let me die.
lass mich raus!	let me out!
lass mich bezahlen.	let me pay.
lass mich zahlen.	let me pay.
lass mich zahlen!	let me pay.
lass mich sehen.	let me see.
lassen sie mich sehen.	let me see.
lasst mich sehen.	let me see.
lassen sie mich mal sehen.	let me see.
lass mich versuchen.	let me try.
lass mich mal probieren.	let me try.
lass uns heraus!	let us out.
lassen sie uns heraus!	let us out.
lasset uns beten!	let's pray.
lass uns reden.	let's talk.
lasst uns abstimmen.	let's vote.
warten wir.	let's wait.
lasst uns gehen.	let's walk.
arbeiten wir!	let's work.
schau nochmal hin.	look again.
schau nach vorne.	look ahead.
schauen sie nach vorne.	look ahead.
schaut nach vorne.	look ahead.
seien sie vorausschauend.	look ahead.
schau es dir an.	look at it.
sieh mich an.	look at me.
kuck mich an!	look at me.
schau uns an.	look at us.
schlag es nach!	look it up.
sieh dort!	look there.
liebe tut weh.	love hurts.
die liebe bleibt.	love lasts.
mama weinte.	mama cried.
mach dir nichts draus!	never mind!
kein kommentar.	no comment.
kommentarlos!	no comment.
wirklich?	no kidding?
echt?	no kidding?
ernsthaft?	no kidding?
im ernst?	no kidding?
kein problem!	no problem!
kein problem.	no problem.
ohne probleme.	no problem.
niemand lief.	nobody ran.
niemand ist gelaufen.	nobody ran.
ach, wirklich?	oh, really?
noch einmal.	once again.
nochmal.	once again.
hebe es auf.	pick it up.
iss bitte!	please eat.
essen sie bitte!	please eat.
esst bitte!	please eat.
zieh mich hoch!	pull me up.
ziehen sie mich hoch!	pull me up.
beruhige dich!	quiet down.
sei leise.	quiet down.
beruhigt euch.	quiet down.
seid leise.	quiet down.
beruhigen sie sich.	quiet down.
seien sie leise.	quiet down.
ersetze es.	replace it.
tausche es aus.	replace it.
ersetzen sie es.	replace it.
tauschen sie es aus.	replace it.
ersetzt es.	replace it.
tauscht es aus.	replace it.
lauf schneller!	run faster.
beeile dich!	run for it!
